datetime,0,1,2,3,4,5,6,7,8,9,10
Sat Jul  1 20:39:03 2023,MajorCapsid,MinorCapsid,Baseplate,MajorTail,MinorTail,Portal,TailFiber,Collar,shaft,HTJ,Other
